title,revenue,release,prod_budget,genre,company
Swordfish,3,6,3,Action,Village Roadshow Pictures
The Legend of Zorro,2,10,2,Action,Amblin Entertainment
What Dreams May Come,2,10,3,Drama,PolyGram Filmed Entertainment
Little Nicky,0,11,3,Comedy,New Line Cinema
The Brothers Grimm,2,8,3,Adventure,The Weinstein Company
Mars Attacks!,2,12,3,Comedy,Tim Burton Productions
Evolution,0,9,0,Mystery,Ex Nihilo
The Edge,1,9,0,Action,Art Linson Productions
Surrogates,2,9,2,Action,Touchstone Pictures
Thirteen Days,1,12,3,Drama,New Line Cinema
Daylight,3,12,3,Action,Universal Pictures
Walking With Dinosaurs,2,12,2,Animation,BBC Worldwide
Battlefield Earth,1,5,2,Action,Franchise Pictures
Looney Tunes: Back in Action,1,11,3,Animation,Lonely Film Productions GmbH & Co. KG.
Nine,1,12,2,Drama,The Weinstein Company
Timeline,1,11,3,Action,Paramount Pictures
The Postman,1,12,3,Drama,Tig Productions
Babe: Pig in the City,2,11,3,Adventure,Kennedy Miller Productions
The Last Witch Hunter,2,10,2,Fantasy,Summit Entertainment
Red Planet,1,11,3,Thriller,Village Roadshow Pictures
Arthur and the Invisibles,2,12,3,Adventure,Canal Plus
Oceans,1,10,0,Documentary,Pathé Films
A Sound of Thunder,1,5,3,Thriller,Epsilon Motion Pictures
Pompeii,2,2,3,Action,Impact Pictures
Top Cat Begins,0,10,1,Comedy,Anima Estudios
A Beautiful Mind,5,12,2,Drama,Imagine Entertainment
The Lion King,11,6,2,Family,Walt Disney Pictures
Journey 2: The Mysterious Island,4,1,2,Adventure,New Line Cinema
Cloudy with a Chance of Meatballs 2,3,9,2,Animation,Columbia Pictures
Red Dragon,3,9,3,Crime,Universal Pictures
Hidalgo,2,3,3,Western,Casey Silver Productions
Jack and Jill,2,11,2,Comedy,Columbia Pictures
2 Fast 2 Furious,4,6,3,Action,Mikona Productions GmbH & Co. KG
The Little Prince,2,7,2,Adventure,Onyx Films
The Invasion,1,8,2,Science Fiction,Village Roadshow Pictures
The Adventures of Rocky & Bullwinkle,1,6,3,Action,Universal Pictures
The Secret Life of Pets,9,6,2,Animation,Universal Pictures
The League of Extraordinary Gentlemen,3,7,3,Fantasy,Twentieth Century Fox Film Corporation
Despicable Me 2,11,6,2,Animation,Universal Pictures
Independence Day,11,6,3,Action,Twentieth Century Fox Film Corporation
The Lost World: Jurassic Park,4,5,3,Adventure,Universal Pictures
Madagascar,7,5,2,Family,DreamWorks SKG
Children of Men,1,9,2,Drama,Universal Pictures
X-Men,5,7,3,Adventure,Twentieth Century Fox Film Corporation
Wanted,3,6,2,Action,Universal Pictures
The Rock,6,6,3,Action,Hollywood Pictures
Ice Age: The Meltdown,9,3,2,Animation,Blue Sky Studios
50 First Dates,3,2,2,Comedy,Columbia Pictures Corporation
Hairspray,2,7,2,Family,New Line Cinema
Exorcist: The Beginning,2,8,3,Horror,Morgan Creek Productions
Inspector Gadget,0,7,3,Action,Walt Disney Pictures
Now You See Me,2,5,2,Thriller,Summit Entertainment
Grown Ups,4,6,2,Comedy,Columbia Pictures
The Terminal,3,6,2,Comedy,DreamWorks SKG
Hotel for Dogs,1,1,1,Comedy,DreamWorks SKG
Vertical Limit,4,12,3,Action,Columbia Pictures Corporation
Charlie Wilson's War,2,12,2,Comedy,Universal Pictures
Shark Tale,5,9,2,Animation,DreamWorks SKG
Dreamgirls,2,12,2,Drama,Paramount Pictures
Be Cool,2,3,2,Comedy,Double Feature Films
Munich,2,12,2,Drama,DreamWorks SKG
Tears of the Sun,2,3,2,Action,Columbia Pictures
Killers,2,6,2,Action,Katalyst Films
The Man from U.N.C.L.E.,2,8,2,Comedy,Davis Entertainment
Spanglish,1,12,3,Comedy,Gracie Films
Monster House,2,7,2,Animation,Columbia Pictures
Bandits,1,10,3,Action,Cheyenne Enterprises
First Knight,3,7,2,Action,Columbia Pictures Corporation
Anna and the King,0,12,3,Drama,Fox 2000 Pictures
Immortals,3,11,2,Fantasy,Virgin Produced
Hostage,1,3,2,Mystery,Miramax Films
Titan A.E.,1,6,3,Animation,Twentieth Century Fox Film Corporation
Hollywood Homicide,1,6,2,Action,Columbia Pictures
Soldier,1,10,3,Action,Impact Pictures
Carriers,1,9,0,Action,Paramount Vantage
Monkeybone,1,2,3,Adventure,Twentieth Century Fox Film Corporation
Flight of the Phoenix,1,12,2,Action,Twentieth Century Fox Film Corporation
Unbreakable,4,11,3,Science Fiction,Limited Edition Productions Inc.
Minions,11,6,2,Family,Universal Pictures
Sucker Punch,1,3,2,Action,Legendary Pictures
Snake Eyes,2,8,3,Crime,Paramount Pictures
Sphere,1,2,3,Science Fiction,Punch Productions
The Angry Birds Movie,4,5,2,Family,Columbia Pictures
Fool's Gold,2,2,2,Romance,De Line Pictures
Funny People,1,7,2,Comedy,Columbia Pictures
The Kingdom,2,8,2,Thriller,Universal Pictures
Talladega Nights: The Ballad of Ricky Bobby,2,8,2,Comedy,Columbia Pictures
Dr. Dolittle 2,3,6,2,Comedy,Twentieth Century Fox Film Corporation
Braveheart,4,5,3,Action,Icon Entertainment International
Jarhead,2,11,2,Drama,Universal Pictures
The Simpsons Movie,7,7,2,Animation,Gracie Films
The Majestic,1,12,2,Drama,Village Roadshow Pictures
Driven,1,4,3,Action,Epsilon Motion Pictures
Two Brothers,1,4,2,Adventure,Pathé Renn Productions
The Village,4,7,2,Drama,Scott Rudin Productions
Doctor Dolittle,5,6,3,Comedy,Twentieth Century Fox Film Corporation
Signs,6,8,2,Drama,"Kennedy/Marshall Company, The"
Shrek 2,11,5,4,Adventure,DreamWorks SKG
Cars,6,6,3,Animation,Walt Disney Pictures
Runaway Bride,5,7,3,Comedy,Paramount Pictures
xXx,4,8,2,Action,Columbia Pictures
The SpongeBob Movie: Sponge Out of Water,4,2,2,Animation,Paramount Pictures
Ransom,5,11,3,Action,Touchstone Pictures
Inglourious Basterds,4,8,2,Drama,Universal Pictures
Hook,6,12,3,Adventure,Amblin Entertainment
Die Hard 2,5,7,3,Action,Twentieth Century Fox Film Corporation
S.W.A.T.,2,8,3,Action,Original Film
Vanilla Sky,3,12,2,Drama,Paramount Pictures
Lady in the Water,1,7,2,Drama,Legendary Pictures
AVP: Alien vs. Predator,3,8,2,Adventure,Impact Pictures
Alvin and the Chipmunks: The Squeakquel,6,12,2,Comedy,Regency Enterprises
We Were Soldiers,2,3,3,Action,Icon Entertainment International
Olympus Has Fallen,2,3,2,Action,Nu Image Films
Star Trek: Insurrection,2,12,3,Science Fiction,Paramount Pictures
Battle: Los Angeles,3,3,2,Action,Columbia Pictures
Big Fish,2,12,2,Adventure,Columbia Pictures
Wolf,0,6,0,Fantasy,Columbia Pictures
War Horse,2,12,2,Drama,DreamWorks SKG
The Monuments Men,2,1,2,War,Columbia Pictures
The Abyss,2,8,3,Adventure,Twentieth Century Fox Film Corporation
Wall Street: Money Never Sleeps,2,9,2,Drama,Twentieth Century Fox Film Corporation
Dracula Untold,3,10,2,Horror,Universal Pictures
The Siege,2,11,3,Drama,Twentieth Century Fox Film Corporation
Stardust,2,8,2,Adventure,Paramount Pictures
Seven Years in Tibet,3,9,3,Adventure,TriStar Pictures
The Dilemma,1,1,2,Comedy,Imagine Entertainment
Bad Company,1,6,2,Action,Jerry Bruckheimer Films
Doom,1,10,2,Adventure,Di Bonaventura Pictures
I Spy,1,10,2,Action,Columbia Pictures Corporation
Underworld: Awakening,2,1,2,Fantasy,Lakeshore Entertainment
Rock of Ages,1,6,2,Comedy,New Line Cinema
Hart's War,1,2,2,Drama,David Foster Productions
Killer Elite,1,9,2,Action,Current Entertainment
Rollerball,0,2,0,Action,Atlas Entertainment
Ballistic: Ecks vs. Sever,1,9,2,Action,Epsilon Motion Pictures
Hard Rain,1,1,3,Thriller,Paramount Pictures
Osmosis Jones,1,8,3,Adventure,Conundrum Entertainment
Legends of Oz: Dorothy's Return,1,6,2,Animation,Prana Animation Studios
Blackhat,1,1,2,Crime,Universal Pictures
Sky Captain and the World of Tomorrow,1,9,2,Mystery,Paramount Pictures
Basic Instinct 2,1,3,2,Crime,Intermedia Films
Escape Plan,2,10,2,Action,Summit Entertainment
The Legend of Hercules,1,1,2,Action,Millennium Films
The Sum of All Fears,3,5,2,Thriller,Paramount Pictures
The Twilight Saga: Eclipse,8,6,2,Adventure,Summit Entertainment
The Score,1,7,2,Action,Paramount Pictures
Despicable Me,7,7,2,Animation,Universal Pictures
Money Train,1,11,2,Action,Columbia Pictures
Ted 2,3,6,2,Comedy,Universal Pictures
Agora,1,5,2,Adventure,Himenóptero
Mystery Men,1,8,2,Adventure,Universal Pictures
Hall Pass,1,2,1,Comedy,New Line Cinema
The Insider,1,10,3,Drama,Spyglass Entertainment
The Finest Hours,1,1,2,Action,Walt Disney Pictures
Body of Lies,2,10,2,Action,Scott Free Productions
Dinner for Schmucks,1,7,2,Comedy,Paramount Pictures
Abraham Lincoln: Vampire Hunter,2,6,2,Action,Twentieth Century Fox Film Corporation
Entrapment,4,4,2,Romance,Fountainbridge Films
The X Files,3,6,2,Mystery,Twentieth Century Fox Film Corporation
The Last Legion,1,4,2,Action,Ingenious Film Partners
Saving Private Ryan,8,7,3,Drama,Paramount Pictures
Need for Speed,3,3,2,Action,DreamWorks SKG
What Women Want,6,12,2,Comedy,Paramount Pictures
Ice Age,6,3,2,Animation,Twentieth Century Fox Film Corporation
Dreamcatcher,2,3,2,Drama,Village Roadshow Pictures
Lincoln,3,11,2,History,DreamWorks
The Matrix,7,3,2,Action,Village Roadshow Pictures
Apollo 13,6,6,2,Drama,Imagine Entertainment
The Santa Clause 2,3,10,2,Fantasy,Walt Disney Pictures
Les Misérables,5,12,2,Drama,Universal Pictures
You've Got Mail,4,12,2,Comedy,Warner Bros.
Step Brothers,2,7,2,Comedy,Columbia Pictures
The Mask of Zorro,4,7,3,Action,Amblin Entertainment
Due Date,3,11,2,Comedy,Legendary Pictures
Unbroken,2,12,2,Drama,Legendary Pictures
Space Cowboys,2,7,2,Action,Village Roadshow Pictures
Cliffhanger,5,5,3,Action,TriStar Pictures
Broken Arrow,3,2,2,Action,Twentieth Century Fox Film Corporation
The Kid,1,7,2,Fantasy,Walt Disney Pictures
World Trade Center,2,8,2,Drama,Paramount Pictures
Mona Lisa Smile,0,12,2,Drama,Columbia Pictures
The Dictator,2,5,2,Comedy,Paramount Pictures
Eyes Wide Shut,3,7,2,Mystery,Hobby Films
Annie,2,12,2,Comedy,Columbia Pictures
Focus,2,2,2,Romance,Kramer & Sigman Films
This Means War,2,2,2,Action,Dune Entertainment
Blade: Trinity,2,12,2,Science Fiction,New Line Cinema
Red Dawn,1,8,1,Action,United Artists
Primary Colors,0,3,2,Comedy,Universal Pictures
Resident Evil: Retribution,3,9,2,Action,Davis-Films
Death Race,1,8,2,Action,Universal Pictures
The Long Kiss Goodnight,2,10,3,Crime,New Line Cinema
Proof of Life,0,12,2,Action,Castle Rock Entertainment
Zathura: A Space Adventure,1,11,2,Family,Columbia Pictures Corporation
Fight Club,2,10,2,Drama,Regency Enterprises
We Are Marshall,1,12,2,Drama,Legendary Pictures
Hudson Hawk,1,5,3,Action,TriStar Pictures
Lucky Numbers,0,10,2,Action,Paramount Pictures
"I, Frankenstein",1,1,2,Horror,Lakeshore Entertainment
Oliver Twist,1,9,2,Crime,R.P. Productions
Elektra,1,1,2,Action,Twentieth Century Fox Film Corporation
Sin City: A Dame to Kill For,1,8,2,Crime,Miramax Films
Random Hearts,2,10,2,Drama,Columbia Pictures
Everest,3,9,2,Adventure,Universal Pictures
Perfume: The Story of a Murderer,2,9,2,Crime,Davis-Films
Austin Powers in Goldmember,5,7,2,Comedy,New Line Cinema
Astro Boy,1,10,2,Animation,The Weinstein Company
Jurassic Park,11,6,3,Adventure,Universal Pictures
Wyatt Earp,1,6,3,Drama,Tig Productions
Clear and Present Danger,4,8,3,Action,Paramount Pictures
Dragon Blade,2,2,2,Action,Shanghai Film Group
Little Man,2,8,2,Comedy,Revolution Studios
U-571,2,4,2,Action,Universal Pictures
The American President,2,11,2,Comedy,Columbia Pictures
The Love Guru,1,6,2,Comedy,Paramount Pictures
3000 Miles to Graceland,1,2,2,Action,Franchise Pictures
The Hateful Eight,2,12,1,Crime,Double Feature Films
Blades of Glory,0,3,2,Action,DreamWorks
Hop,3,3,2,Animation,Universal Pictures
300,6,12,2,Action,Virtual Studios
Meet the Fockers,7,12,3,Comedy,DreamWorks SKG
Marley & Me,3,12,2,Comedy,Sunswept Entertainment
The Green Mile,5,12,2,Fantasy,Castle Rock Entertainment
Wild Hogs,3,3,0,Action,Wild Hogs Productions
Chicken Little,4,11,4,Animation,Walt Disney Pictures
Gone Girl,4,10,2,Mystery,Twentieth Century Fox Film Corporation
The Bourne Identity,3,6,2,Action,Universal Pictures
GoldenEye,6,11,2,Adventure,United Artists
The General's Daughter,3,6,2,Crime,Paramount Pictures
The Truman Show,4,6,2,Comedy,Paramount Pictures
The Prince of Egypt,4,12,3,Adventure,DreamWorks SKG
Daddy Day Care,3,5,2,Comedy,Columbia Pictures
2 Guns,2,8,2,Action,Universal Studios
Cats & Dogs,2,7,2,Comedy,Village Roadshow Pictures
The Italian Job,3,5,2,Action,De Line Pictures
Two Weeks Notice,2,12,2,Romance,Village Roadshow Pictures
Antz,3,10,2,Adventure,DreamWorks SKG
Couples Retreat,2,9,2,Comedy,Universal Pictures
Days of Thunder,3,6,3,Adventure,Paramount Pictures
Cheaper by the Dozen 2,2,12,2,Comedy,Twentieth Century Fox Film Corporation
Maze Runner: The Scorch Trials,4,9,2,Action,Gotham Group
Eat Pray Love,3,8,2,Drama,Columbia Pictures
The Family Man,0,12,2,Comedy,Universal Pictures
RED,1,10,2,Action,DC Comics
Any Given Sunday,2,12,2,Drama,Donners' Company
The Horse Whisperer,3,5,2,Drama,Wildwood Enterprises
Collateral,3,8,2,Drama,Paramount Pictures
The Scorpion King,3,4,2,Action,Universal Pictures
Ladder 49,1,10,2,Drama,Casey Silver Productions
Jack Reacher,3,12,2,Crime,Paramount Pictures
Deep Blue Sea,2,7,2,Action,Village Roadshow Pictures
This Is It,0,10,2,Music,Columbia Pictures
Contagion,2,9,2,Drama,Double Feature Films
Kangaroo Jack,0,1,0,Comedy,Castle Rock Entertainment
Coraline,2,2,2,Animation,Focus Features
The Happening,2,6,2,Thriller,Spyglass Entertainment
Man on Fire,2,4,2,Action,Regency Enterprises
The Shaggy Dog,1,3,2,Comedy,Walt Disney Pictures
Starsky & Hutch,3,3,2,Comedy,Weed Road Pictures
Jingle All the Way,3,11,2,Family,Twentieth Century Fox Film Corporation
Hellboy,2,4,2,Fantasy,Revolution Studios
A Civil Action,1,3,3,Drama,Paramount Pictures
ParaNorman,2,8,2,Family,Focus Features
The Jackal,3,11,2,Action,Universal Pictures
Paycheck,2,12,2,Action,Paramount Pictures
Up Close & Personal,0,3,2,Drama,Cinergi Pictures Entertainment
The Tale of Despereaux,1,12,2,Adventure,Larger Than Life Productions
The Tuxedo,0,9,0,Thriller,DreamWorks SKG
Under Siege 2: Dark Territory,2,7,2,Action,Regency Enterprises
Jack Ryan: Shadow Recruit,1,1,2,Action,Paramount Pictures
Joy,2,12,2,Drama,Fox 2000 Pictures
London Has Fallen,3,3,2,Action,Millennium Films
Alien: Resurrection,3,11,3,Science Fiction,Twentieth Century Fox Film Corporation
Shooter,2,3,2,Action,Paramount Pictures
The Boxtrolls,2,9,2,Animation,Laika Entertainment
Practical Magic,1,10,3,Drama,Village Roadshow Pictures
The Lego Movie,5,2,2,Adventure,Village Roadshow Pictures
Miss Congeniality 2: Armed and Fabulous,0,3,0,Action,Village Roadshow Pictures
Reign of Fire,1,7,2,Adventure,The Zanuck Company
Gangster Squad,2,1,2,Crime,Village Roadshow Pictures
Year One,1,6,2,Comedy,Columbia Pictures
Invictus,2,12,2,Drama,Spyglass Entertainment
State of Play,2,4,2,Action,Universal Pictures
Duplicity,1,3,2,Romance,Universal Pictures
My Favorite Martian,1,2,2,Comedy,Walt Disney Pictures
The Sentinel,1,4,2,Action,Twentieth Century Fox Film Corporation
Planet 51,2,11,2,Science Fiction,TriStar Pictures
Star Trek: Nemesis,1,12,2,Science Fiction,Paramount Pictures
Intolerable Cruelty,2,9,2,Crime,Imagine Entertainment
Trouble with the Curve,0,9,0,Drama,Malpaso Productions
Edge of Darkness,1,1,2,Crime,Icon Productions
The Relic,1,1,2,Horror,Paramount Pictures
Analyze That,1,12,2,Comedy,Village Roadshow Pictures
Righteous Kill,1,9,2,Action,Grosvenor Park Media Ltd.
Mercury Rising,0,4,2,Action,Imagine Entertainment
The Soloist,1,4,2,Drama,DreamWorks
The Legend of Bagger Vance,1,11,3,Fantasy,DreamWorks SKG
Almost Famous,1,9,2,Drama,Columbia Pictures
Garfield: A Tail of Two Kitties,2,6,0,Animation,Twentieth Century Fox Film Corporation
xXx: State of the Union,1,4,2,Action,Original Film
Priest,1,5,2,Action,Screen Gems
Sinbad: Legend of the Seven Seas,1,7,2,Family,DreamWorks Animation
Event Horizon,1,8,2,Horror,Paramount Pictures
Dragonfly,1,2,2,Drama,Universal Pictures
The Black Dahlia,1,9,2,Drama,Universal Pictures
Flyboys,1,9,2,Action,Ingenious Film Partners
The Last Castle,1,10,2,Action,DreamWorks SKG
Supernova,1,1,3,Horror,United Artists
Winter's Tale,1,2,2,Drama,Village Roadshow Pictures
The Mortal Instruments: City of Bones,1,8,2,Action,Constantin Film Produktion
Meet Dave,1,7,2,Comedy,Twentieth Century Fox Film Corporation
Dark Water,1,6,1,Drama,Vertigo Entertainment
Edtv,0,3,3,Comedy,Imagine Entertainment
Inkheart,1,12,2,Adventure,New Line Cinema
The Spirit,1,12,2,Action,DC Comics
Mortdecai,1,1,2,Comedy,Lionsgate
In the Name of the King: A Dungeon Siege Tale,0,11,2,Adventure,Boll Kino Beteiligungs GmbH & Co. KG
Beyond Borders,0,10,1,Drama,Mandalay Pictures
The Monkey King 2,2,1,2,Action,Filmko Pictures
The Great Raid,1,8,3,Action,Lawrence Bender Productions
Deadpool,8,2,2,Action,Twentieth Century Fox Film Corporation
Holy Man,0,10,2,Drama,Caravan Pictures
American Sniper,6,12,2,War,Village Roadshow Pictures
Goosebumps,2,8,2,Adventure,Columbia Pictures
Just Like Heaven,2,9,2,Comedy,DreamWorks SKG
The Flintstones in Viva Rock Vegas,1,4,3,Science Fiction,Universal Pictures
Rambo III,4,5,3,Action,TriStar Pictures
Leatherheads,1,3,2,Comedy,Universal Pictures
The Ridiculous 6,0,12,2,Comedy,Happy Madison Productions
Did You Hear About the Morgans?,1,12,2,Comedy,Columbia Pictures
The Internship,1,6,2,Comedy,Twentieth Century Fox Film Corporation
Resident Evil: Afterlife,4,9,2,Action,Impact Pictures
Red Tails,1,1,2,Drama,Lucasfilm
The Devil's Advocate,3,10,2,Drama,Regency Enterprises
That's My Boy,1,6,2,Comedy,Columbia Pictures
DragonHeart,2,5,2,Fantasy,Universal Pictures
After the Sunset,1,11,2,Action,New Line Cinema
Ghost Rider: Spirit of Vengeance,2,12,2,Action,Columbia Pictures
Captain Corelli's Mandolin,1,8,2,Drama,Miramax Films
The Pacifier,2,3,2,Action,Walt Disney Pictures
Walking Tall,1,4,2,Adventure,Metro-Goldwyn-Mayer (MGM)
Forrest Gump,11,7,2,Comedy,Paramount Pictures
Alvin and the Chipmunks,5,12,2,Comedy,Dune Entertainment
Meet the Parents,5,10,2,Comedy,DreamWorks SKG
Pocahontas,6,6,2,Adventure,Walt Disney Pictures
Superman,11,12,5,Action,Warner Bros.
The Nutty Professor,3,6,2,Fantasy,Imagine Entertainment
Hitch,5,2,2,Comedy,Columbia Pictures Corporation
George of the Jungle,0,7,2,Adventure,Walt Disney Pictures
American Wedding,4,8,2,Comedy,Universal Pictures
Captain Phillips,1,10,2,Action,Columbia Pictures
Date Night,2,4,2,Comedy,Twentieth Century Fox Film Corporation
Casper,5,5,2,Fantasy,Universal Pictures
The Equalizer,2,9,2,Thriller,Columbia Pictures
Maid in Manhattan,3,12,2,Comedy,Red Om Films
Crimson Tide,3,5,2,Action,Hollywood Pictures
The Pursuit of Happyness,4,12,2,Drama,Columbia Pictures Corporation
Flightplan,3,9,2,Thriller,Imagine Entertainment
Disclosure,4,12,2,Drama,Warner Bros.
City of Angels,3,4,2,Drama,Atlas Entertainment
Kill Bill: Vol. 1,3,10,1,Action,Miramax Films
Bowfinger,0,8,2,Comedy,Universal Pictures
Kill Bill: Vol. 2,2,4,1,Action,Miramax Films
Tango & Cash,2,12,3,Action,Warner Bros.
Death Becomes Her,3,7,2,Fantasy,Universal Pictures
Shanghai Noon,1,5,2,Adventure,Spyglass Entertainment
Executive Decision,2,3,2,Action,Silver Pictures
Mr. Popper's Penguins,3,6,2,Comedy,Twentieth Century Fox Film Corporation
The Forbidden Kingdom,2,4,2,Action,Casey Silver Productions
Free Birds,2,10,2,Animation,Reel FX Creative Studios
Alien³,3,5,2,Science Fiction,Twentieth Century Fox Film Corporation
Evita,3,12,2,History,Hollywood Pictures
Ronin,1,9,2,Action,United Artists
The Ghost and the Darkness,2,10,2,Adventure,Constellation Films
Paddington,3,11,2,Family,The Weinstein Company
The Watch,1,7,2,Comedy,Ingenious Film Partners
The Hunted,1,3,2,Drama,Lakeshore Entertainment
Instinct,0,6,3,Drama,Spyglass Entertainment
Stuck on You,1,12,2,Comedy,Twentieth Century Fox Film Corporation
Semi-Pro,1,2,0,Comedy,New Line Cinema
The Pirates! In an Adventure with Scientists!,2,3,2,Animation,Columbia Pictures
Changeling,2,1,2,Crime,Imagine Entertainment
Chain Reaction,1,8,2,Action,Twentieth Century Fox Film Corporation
The Fan,1,8,2,Drama,TriStar Pictures
The Phantom of the Opera,3,12,2,Thriller,Odyssey Entertainment
Elizabeth: The Golden Age,1,9,2,Drama,Universal Pictures
Æon Flux,1,11,2,Action,Paramount Pictures
Gods and Generals,1,2,2,Drama,Warner Bros. Pictures
Turbulence,1,1,2,Action,Metro-Goldwyn-Mayer (MGM)
Imagine That,0,6,2,Comedy,Paramount Pictures
Muppets Most Wanted,1,3,2,Comedy,Buena Vista
Thunderbirds,1,7,2,Action,Studio Canal
Burlesque,2,11,2,Drama,Bedford Falls Productions
