company,release,prod_budget,revenue,genre,title
Columbia Pictures,2,1,2,Comedy,50 First Dates
New Line Cinema,7,1,1,Family,Hairspray
Other,8,1,1,Horror,Exorcist: The Beginning
Walt Disney Pictures,7,1,0,Action,Inspector Gadget
Summit Entertainment,5,1,1,Thriller,Now You See Me
Columbia Pictures,6,1,2,Comedy,Grown Ups
DreamWorks SKG,6,1,2,Comedy,The Terminal
DreamWorks SKG,1,1,1,Comedy,Hotel for Dogs
Columbia Pictures,12,1,2,Action,Vertical Limit
Universal Pictures,12,1,1,Comedy,Charlie Wilson's War
DreamWorks SKG,9,1,2,Animation,Shark Tale
Paramount Pictures,12,1,1,Drama,Dreamgirls
Other,3,1,1,Comedy,Be Cool
DreamWorks SKG,12,1,1,Drama,Munich
Columbia Pictures,3,1,1,Action,Tears of the Sun
Other,6,1,1,Action,Killers
Other,8,1,1,Comedy,The Man from U.N.C.L.E.
Other,12,1,1,Comedy,Spanglish
Columbia Pictures,7,1,1,Animation,Monster House
Other,10,1,1,Action,Bandits
Columbia Pictures,7,1,1,Action,First Knight
Other,12,1,0,Drama,Anna and the King
Other,11,1,1,Fantasy,Immortals
Miramax Films,3,1,1,Mystery,Hostage
Twentieth Century Fox Film Corporation,6,1,1,Animation,Titan A.E.
Columbia Pictures,6,1,1,Action,Hollywood Homicide
Other,10,1,1,Action,Soldier
Other,9,0,1,Action,Carriers
Twentieth Century Fox Film Corporation,2,1,1,Adventure,Monkeybone
Twentieth Century Fox Film Corporation,12,1,1,Action,Flight of the Phoenix
Other,11,1,2,Science Fiction,Unbreakable
Universal Pictures,6,1,5,Family,Minions
Other,3,1,1,Action,Sucker Punch
Paramount Pictures,8,1,1,Crime,Snake Eyes
Other,2,1,1,Science Fiction,Sphere
Columbia Pictures,5,1,2,Family,The Angry Birds Movie
Other,2,1,1,Romance,Fool's Gold
Columbia Pictures,7,1,1,Comedy,Funny People
Universal Pictures,8,1,1,Thriller,The Kingdom
Columbia Pictures,8,1,1,Comedy,Talladega Nights: The Ballad of Ricky Bobby
Twentieth Century Fox Film Corporation,6,1,1,Comedy,Dr. Dolittle 2
Other,5,1,2,Action,Braveheart
Universal Pictures,11,1,1,Drama,Jarhead
Other,7,1,3,Animation,The Simpsons Movie
Village Roadshow Pictures,12,1,1,Drama,The Majestic
Other,4,2,1,Action,Driven
Other,4,1,1,Adventure,Two Brothers
Other,7,1,2,Drama,The Village
Twentieth Century Fox Film Corporation,6,1,2,Comedy,Doctor Dolittle
Other,8,1,3,Drama,Signs
DreamWorks SKG,5,2,5,Adventure,Shrek 2
Walt Disney Pictures,6,2,3,Animation,Cars
Paramount Pictures,7,1,2,Comedy,Runaway Bride
Columbia Pictures,8,1,2,Action,xXx
Paramount Pictures,2,1,2,Animation,The SpongeBob Movie: Sponge Out of Water
Touchstone Pictures,11,1,2,Action,Ransom
Universal Pictures,8,1,2,Drama,Inglourious Basterds
Other,12,2,3,Adventure,Hook
Twentieth Century Fox Film Corporation,7,2,2,Action,Die Hard 2
Other,8,1,1,Action,S.W.A.T.
Paramount Pictures,12,1,2,Drama,Vanilla Sky
Other,7,1,1,Drama,Lady in the Water
Other,8,1,1,Adventure,AVP: Alien vs. Predator
Regency Enterprises,12,1,3,Comedy,Alvin and the Chipmunks: The Squeakquel
Other,3,1,1,Action,We Were Soldiers
Other,3,1,1,Action,Olympus Has Fallen
Paramount Pictures,12,1,1,Science Fiction,Star Trek: Insurrection
Columbia Pictures,3,1,1,Action,Battle: Los Angeles
Columbia Pictures,12,1,1,Adventure,Big Fish
Columbia Pictures,6,0,0,Fantasy,Wolf
DreamWorks SKG,12,1,1,Drama,War Horse
Columbia Pictures,1,1,1,War,The Monuments Men
Twentieth Century Fox Film Corporation,8,2,1,Adventure,The Abyss
Twentieth Century Fox Film Corporation,9,1,1,Drama,Wall Street: Money Never Sleeps
Universal Pictures,10,1,1,Horror,Dracula Untold
Twentieth Century Fox Film Corporation,11,1,1,Drama,The Siege
Paramount Pictures,8,1,1,Adventure,Stardust
TriStar Pictures,9,1,1,Adventure,Seven Years in Tibet
Other,1,1,1,Comedy,The Dilemma
Other,6,1,1,Action,Bad Company
Other,10,1,1,Adventure,Doom
Columbia Pictures,10,1,1,Action,I Spy
Other,1,1,1,Fantasy,Underworld: Awakening
New Line Cinema,6,1,1,Comedy,Rock of Ages
Other,2,1,1,Drama,Hart's War
Other,9,1,1,Action,Killer Elite
Other,2,0,0,Action,Rollerball
Other,9,1,1,Action,Ballistic: Ecks vs. Sever
Paramount Pictures,1,1,1,Thriller,Hard Rain
Other,8,1,1,Adventure,Osmosis Jones
Other,6,1,1,Animation,Legends of Oz: Dorothy's Return
Universal Pictures,1,1,1,Crime,Blackhat
Paramount Pictures,9,1,1,Mystery,Sky Captain and the World of Tomorrow
Other,3,1,1,Crime,Basic Instinct 2
Summit Entertainment,10,1,1,Action,Escape Plan
Other,1,1,1,Action,The Legend of Hercules
Paramount Pictures,5,1,2,Thriller,The Sum of All Fears
Summit Entertainment,6,1,4,Adventure,The Twilight Saga: Eclipse
Paramount Pictures,7,1,1,Action,The Score
Universal Pictures,7,1,3,Animation,Despicable Me
Columbia Pictures,11,1,1,Action,Money Train
Universal Pictures,6,1,1,Comedy,Ted 2
Other,5,1,1,Adventure,Agora
Universal Pictures,8,1,1,Adventure,Mystery Men
New Line Cinema,2,1,1,Comedy,Hall Pass
Other,10,2,1,Drama,The Insider
Walt Disney Pictures,1,1,1,Action,The Finest Hours
Other,10,1,1,Action,Body of Lies
Paramount Pictures,7,1,1,Comedy,Dinner for Schmucks
Twentieth Century Fox Film Corporation,6,1,1,Action,Abraham Lincoln: Vampire Hunter
Other,4,1,2,Romance,Entrapment
Twentieth Century Fox Film Corporation,6,1,2,Mystery,The X Files
Other,4,1,1,Action,The Last Legion
Paramount Pictures,7,1,3,Drama,Saving Private Ryan
DreamWorks SKG,3,1,1,Action,Need for Speed
Paramount Pictures,12,1,3,Comedy,What Women Want
Twentieth Century Fox Film Corporation,3,1,3,Animation,Ice Age
Village Roadshow Pictures,3,1,1,Drama,Dreamcatcher
Other,11,1,2,History,Lincoln
Village Roadshow Pictures,3,1,3,Action,The Matrix
Other,6,1,3,Drama,Apollo 13
Walt Disney Pictures,10,1,1,Fantasy,The Santa Clause 2
Universal Pictures,12,1,2,Drama,Les Misérables
Warner Bros.,12,1,2,Comedy,You've Got Mail
Columbia Pictures,7,1,1,Comedy,Step Brothers
Other,7,2,2,Action,The Mask of Zorro
Other,11,1,1,Comedy,Due Date
Other,12,1,1,Drama,Unbroken
Village Roadshow Pictures,7,1,1,Action,Space Cowboys
TriStar Pictures,5,1,2,Action,Cliffhanger
Twentieth Century Fox Film Corporation,2,1,1,Action,Broken Arrow
Walt Disney Pictures,7,1,1,Fantasy,The Kid
Paramount Pictures,8,1,1,Drama,World Trade Center
Columbia Pictures,12,1,0,Drama,Mona Lisa Smile
Paramount Pictures,5,1,1,Comedy,The Dictator
Other,7,1,1,Mystery,Eyes Wide Shut
Columbia Pictures,12,1,1,Comedy,Annie
Other,2,1,1,Romance,Focus
Other,2,1,1,Action,This Means War
New Line Cinema,12,1,1,Science Fiction,Blade: Trinity
United Artists,8,1,1,Action,Red Dawn
Universal Pictures,3,1,0,Comedy,Primary Colors
Other,9,1,2,Action,Resident Evil: Retribution
Universal Pictures,8,1,1,Action,Death Race
New Line Cinema,10,1,1,Crime,The Long Kiss Goodnight
Other,12,1,0,Action,Proof of Life
Columbia Pictures,11,1,1,Family,Zathura: A Space Adventure
Regency Enterprises,10,1,1,Drama,Fight Club
Other,12,1,1,Drama,We Are Marshall
TriStar Pictures,5,1,1,Action,Hudson Hawk
Paramount Pictures,10,1,0,Action,Lucky Numbers
Other,1,1,1,Horror,"I, Frankenstein"
Other,9,1,1,Crime,Oliver Twist
Twentieth Century Fox Film Corporation,1,1,1,Action,Elektra
Miramax Films,8,1,1,Crime,Sin City: A Dame to Kill For
Columbia Pictures,10,1,1,Drama,Random Hearts
Universal Pictures,9,1,1,Adventure,Everest
Other,9,1,1,Crime,Perfume: The Story of a Murderer
New Line Cinema,7,1,2,Comedy,Austin Powers in Goldmember
The Weinstein Company,10,1,1,Animation,Astro Boy
Universal Pictures,6,1,5,Adventure,Jurassic Park
Other,6,1,1,Drama,Wyatt Earp
Paramount Pictures,8,1,2,Action,Clear and Present Danger
Other,2,1,1,Action,Dragon Blade
Other,8,1,1,Comedy,Little Man
Universal Pictures,4,1,1,Action,U-571
Columbia Pictures,11,1,1,Comedy,The American President
Paramount Pictures,6,1,1,Comedy,The Love Guru
Other,2,1,1,Action,3000 Miles to Graceland
Other,12,1,1,Crime,The Hateful Eight
Other,3,1,0,Action,Blades of Glory
Universal Pictures,3,1,1,Animation,Hop
Other,12,1,3,Action,300
DreamWorks SKG,12,1,3,Comedy,Meet the Fockers
Other,12,1,2,Comedy,Marley & Me
Other,12,1,2,Fantasy,The Green Mile
Other,3,0,2,Action,Wild Hogs
Walt Disney Pictures,11,2,2,Animation,Chicken Little
Twentieth Century Fox Film Corporation,10,1,2,Mystery,Gone Girl
Universal Pictures,6,1,2,Action,The Bourne Identity
United Artists,11,1,3,Adventure,GoldenEye
Paramount Pictures,6,1,1,Crime,The General's Daughter
Paramount Pictures,6,1,2,Comedy,The Truman Show
DreamWorks SKG,12,1,2,Adventure,The Prince of Egypt
Columbia Pictures,5,1,1,Comedy,Daddy Day Care
Other,8,1,1,Action,2 Guns
Village Roadshow Pictures,7,1,1,Comedy,Cats & Dogs
Other,5,1,1,Action,The Italian Job
Village Roadshow Pictures,12,1,1,Romance,Two Weeks Notice
DreamWorks SKG,10,1,2,Adventure,Antz
Universal Pictures,9,1,1,Comedy,Couples Retreat
Paramount Pictures,6,1,2,Adventure,Days of Thunder
Twentieth Century Fox Film Corporation,12,1,1,Comedy,Cheaper by the Dozen 2
Other,9,1,2,Action,Maze Runner: The Scorch Trials
Columbia Pictures,8,1,1,Drama,Eat Pray Love
Universal Pictures,12,1,0,Comedy,The Family Man
Other,10,1,1,Action,RED
Other,12,1,1,Drama,Any Given Sunday
Other,5,1,2,Drama,The Horse Whisperer
Paramount Pictures,8,1,2,Drama,Collateral
Universal Pictures,4,1,1,Action,The Scorpion King
Other,10,1,1,Drama,Ladder 49
Paramount Pictures,12,1,1,Crime,Jack Reacher
Village Roadshow Pictures,7,1,1,Action,Deep Blue Sea
Columbia Pictures,10,1,0,Music,This Is It
Other,9,1,1,Drama,Contagion
Other,1,0,0,Comedy,Kangaroo Jack
Other,2,1,1,Animation,Coraline
Other,6,1,1,Thriller,The Happening
Regency Enterprises,4,1,1,Action,Man on Fire
Walt Disney Pictures,3,1,1,Comedy,The Shaggy Dog
Other,3,1,1,Comedy,Starsky & Hutch
Twentieth Century Fox Film Corporation,11,1,1,Family,Jingle All the Way
Other,4,1,1,Fantasy,Hellboy
Paramount Pictures,3,1,1,Drama,A Civil Action
Other,8,1,1,Family,ParaNorman
Universal Pictures,11,1,1,Action,The Jackal
Paramount Pictures,12,1,1,Action,Paycheck
Other,3,1,0,Drama,Up Close & Personal
Other,12,1,1,Adventure,The Tale of Despereaux
DreamWorks SKG,9,0,0,Thriller,The Tuxedo
Regency Enterprises,7,1,1,Action,Under Siege 2: Dark Territory
Paramount Pictures,1,1,1,Action,Jack Ryan: Shadow Recruit
Other,12,1,1,Drama,Joy
Other,3,1,1,Action,London Has Fallen
Twentieth Century Fox Film Corporation,11,1,1,Science Fiction,Alien: Resurrection
Paramount Pictures,3,1,1,Action,Shooter
Other,9,1,1,Animation,The Boxtrolls
Village Roadshow Pictures,10,1,1,Drama,Practical Magic
Village Roadshow Pictures,2,1,2,Adventure,The Lego Movie
Village Roadshow Pictures,3,0,0,Action,Miss Congeniality 2: Armed and Fabulous
Other,7,1,1,Adventure,Reign of Fire
Village Roadshow Pictures,1,1,1,Crime,Gangster Squad
Columbia Pictures,6,1,1,Comedy,Year One
Other,12,1,1,Drama,Invictus
Universal Pictures,4,1,1,Action,State of Play
Universal Pictures,3,1,1,Romance,Duplicity
Walt Disney Pictures,2,1,1,Comedy,My Favorite Martian
Twentieth Century Fox Film Corporation,4,1,1,Action,The Sentinel
TriStar Pictures,11,1,1,Science Fiction,Planet 51
Paramount Pictures,12,1,1,Science Fiction,Star Trek: Nemesis
Other,9,1,1,Crime,Intolerable Cruelty
Other,9,0,0,Drama,Trouble with the Curve
Other,1,1,1,Crime,Edge of Darkness
Paramount Pictures,1,1,1,Horror,The Relic
Village Roadshow Pictures,12,1,1,Comedy,Analyze That
Other,9,1,1,Action,Righteous Kill
Other,4,1,0,Action,Mercury Rising
Other,4,1,1,Drama,The Soloist
DreamWorks SKG,11,1,1,Fantasy,The Legend of Bagger Vance
Columbia Pictures,9,1,1,Drama,Almost Famous
Twentieth Century Fox Film Corporation,6,0,1,Animation,Garfield: A Tail of Two Kitties
Other,4,1,1,Action,xXx: State of the Union
Other,5,1,1,Action,Priest
Other,7,1,1,Family,Sinbad: Legend of the Seven Seas
Paramount Pictures,8,1,1,Horror,Event Horizon
Universal Pictures,2,1,1,Drama,Dragonfly
Universal Pictures,9,1,1,Drama,The Black Dahlia
Other,9,1,1,Action,Flyboys
DreamWorks SKG,10,1,1,Action,The Last Castle
United Artists,1,2,1,Horror,Supernova
Village Roadshow Pictures,2,1,1,Drama,Winter's Tale
Other,8,1,1,Action,The Mortal Instruments: City of Bones
Twentieth Century Fox Film Corporation,7,1,1,Comedy,Meet Dave
Other,6,1,1,Drama,Dark Water
Other,3,1,0,Comedy,Edtv
New Line Cinema,12,1,1,Adventure,Inkheart
Other,12,1,1,Action,The Spirit
Lionsgate,1,1,1,Comedy,Mortdecai
Other,11,1,0,Adventure,In the Name of the King: A Dungeon Siege Tale
Other,10,1,0,Drama,Beyond Borders
Other,1,1,1,Action,The Monkey King 2
Other,8,1,1,Action,The Great Raid
Twentieth Century Fox Film Corporation,2,1,4,Action,Deadpool
Other,10,1,0,Drama,Holy Man
Village Roadshow Pictures,12,1,3,War,American Sniper
Columbia Pictures,8,1,1,Adventure,Goosebumps
DreamWorks SKG,9,1,1,Comedy,Just Like Heaven
Universal Pictures,4,1,1,Science Fiction,The Flintstones in Viva Rock Vegas
TriStar Pictures,5,2,2,Action,Rambo III
Universal Pictures,3,1,1,Comedy,Leatherheads
Other,12,1,0,Comedy,The Ridiculous 6
Columbia Pictures,12,1,1,Comedy,Did You Hear About the Morgans?
Twentieth Century Fox Film Corporation,6,1,1,Comedy,The Internship
Other,9,1,2,Action,Resident Evil: Afterlife
Other,1,1,1,Drama,Red Tails
Regency Enterprises,10,1,1,Drama,The Devil's Advocate
Columbia Pictures,6,1,1,Comedy,That's My Boy
Universal Pictures,5,1,1,Fantasy,DragonHeart
New Line Cinema,11,1,1,Action,After the Sunset
Columbia Pictures,12,1,1,Action,Ghost Rider: Spirit of Vengeance
Miramax Films,8,1,1,Drama,Captain Corelli's Mandolin
Walt Disney Pictures,3,1,1,Action,The Pacifier
Metro-Goldwyn-Mayer (MGM),4,1,1,Adventure,Walking Tall
Paramount Pictures,7,1,5,Comedy,Forrest Gump
Other,12,1,2,Comedy,Alvin and the Chipmunks
DreamWorks SKG,10,1,2,Comedy,Meet the Parents
Walt Disney Pictures,6,1,3,Adventure,Pocahontas
Warner Bros.,12,2,5,Action,Superman
Other,6,1,1,Fantasy,The Nutty Professor
Columbia Pictures,2,1,2,Comedy,Hitch
Walt Disney Pictures,7,1,0,Adventure,George of the Jungle
Universal Pictures,8,1,2,Comedy,American Wedding
Columbia Pictures,10,1,1,Action,Captain Phillips
Twentieth Century Fox Film Corporation,4,1,1,Comedy,Date Night
Universal Pictures,5,1,2,Fantasy,Casper
Columbia Pictures,9,1,1,Thriller,The Equalizer
Other,12,1,1,Comedy,Maid in Manhattan
Other,5,1,2,Action,Crimson Tide
Columbia Pictures,12,1,2,Drama,The Pursuit of Happyness
Other,9,1,2,Thriller,Flightplan
Warner Bros.,12,1,2,Drama,Disclosure
Other,4,1,2,Drama,City of Angels
Miramax Films,10,1,1,Action,Kill Bill: Vol. 1
Universal Pictures,8,1,0,Comedy,Bowfinger
Miramax Films,4,1,1,Action,Kill Bill: Vol. 2
Warner Bros.,12,1,1,Action,Tango & Cash
Universal Pictures,7,1,2,Fantasy,Death Becomes Her
Other,5,1,1,Adventure,Shanghai Noon
Other,3,1,1,Action,Executive Decision
Twentieth Century Fox Film Corporation,6,1,1,Comedy,Mr. Popper's Penguins
Other,4,1,1,Action,The Forbidden Kingdom
Other,10,1,1,Animation,Free Birds
Twentieth Century Fox Film Corporation,5,1,2,Science Fiction,Alien³
Other,12,1,1,History,Evita
United Artists,9,1,1,Action,Ronin
Other,10,1,1,Adventure,The Ghost and the Darkness
The Weinstein Company,11,1,2,Family,Paddington
Other,7,1,1,Comedy,The Watch
Other,3,1,1,Drama,The Hunted
Other,6,1,0,Drama,Instinct
Twentieth Century Fox Film Corporation,12,1,1,Comedy,Stuck on You
New Line Cinema,2,0,1,Comedy,Semi-Pro
Columbia Pictures,3,1,1,Animation,The Pirates! In an Adventure with Scientists!
Other,1,1,1,Crime,Changeling
Twentieth Century Fox Film Corporation,8,1,1,Action,Chain Reaction
TriStar Pictures,8,1,1,Drama,The Fan
Other,12,1,1,Thriller,The Phantom of the Opera
Universal Pictures,9,1,1,Drama,Elizabeth: The Golden Age
Paramount Pictures,11,1,1,Action,Æon Flux
Other,2,1,1,Drama,Gods and Generals
Metro-Goldwyn-Mayer (MGM),1,1,1,Action,Turbulence
Paramount Pictures,6,1,0,Comedy,Imagine That
Other,3,1,1,Comedy,Muppets Most Wanted
Other,7,1,1,Action,Thunderbirds
Other,11,1,1,Drama,Burlesque
Other,10,1,0,Drama,A Very Long Engagement
Other,6,1,1,Drama,Lolita
Universal Pictures,1,1,1,Action,D-Tox
New Line Cinema,3,1,1,Fantasy,Blade II
Columbia Pictures,12,1,1,Drama,Seven Pounds
Other,1,1,1,Action,Bullet to the Head
Paramount Pictures,12,1,2,Crime,The Godfather: Part III
Paramount Pictures,10,1,1,Comedy,Elizabethtown
Universal Pictures,7,1,1,Comedy,"You, Me and Dupree"
Warner Bros.,12,2,3,Action,Superman II
Other,8,1,1,Drama,Gigli
Columbia Pictures,9,1,1,Drama,All the King's Men
Paramount Pictures,6,1,1,Action,Shaft
Twentieth Century Fox Film Corporation,11,1,1,Animation,Anastasia
Other,3,1,1,Drama,Moulin Rouge!
Paramount Pictures,10,1,1,Mystery,Domestic Disturbance
Other,9,1,1,Crime,Black Mass
DreamWorks SKG,10,1,1,War,Flags of Our Fathers
Other,10,1,1,Drama,Law Abiding Citizen
Other,4,1,1,Thriller,Grindhouse
Other,10,0,0,Drama,Beloved
Village Roadshow Pictures,5,0,1,Drama,Lucky You
Other,12,1,2,Drama,Catch Me If You Can
Columbia Pictures,12,1,1,Thriller,Zero Dark Thirty
Universal Pictures,6,1,1,Romance,The Break-Up
Universal Pictures,7,1,3,Comedy,Mamma Mia!
New Line Cinema,2,1,1,Comedy,Valentine's Day
Village Roadshow Pictures,8,1,1,Action,The Dukes of Hazzard
Other,12,1,1,Drama,The Thin Red Line
Universal Pictures,8,1,1,Comedy,The Change-Up
Other,12,1,1,Comedy,Man on the Moon
Universal Pictures,11,1,1,Drama,Casino
Other,2,1,1,Action,From Paris with Love
Metro-Goldwyn-Mayer (MGM),3,1,0,Action,Bulletproof Monk
Twentieth Century Fox Film Corporation,6,1,1,Comedy,"Me, Myself & Irene"
Paramount Pictures,8,1,1,Animation,Barnyard
Regency Enterprises,11,0,1,Comedy,Deck the Halls
Summit Entertainment,3,1,4,Adventure,The Twilight Saga: New Moon
DreamWorks SKG,5,1,3,Adventure,Shrek
Universal Pictures,3,1,1,Science Fiction,The Adjustment Bureau
Warner Bros.,6,1,3,Adventure,Robin Hood: Prince of Thieves
Other,12,1,2,Comedy,Jerry Maguire
Universal Pictures,6,1,3,Comedy,Ted
Other,12,1,2,Comedy,As Good as It Gets
Universal Pictures,12,1,2,Comedy,Patch Adams
Paramount Pictures,12,1,1,Comedy,Anchorman 2: The Legend Continues
New Line Cinema,6,1,1,Comedy,Mr. Deeds
Paramount Pictures,6,1,2,Thriller,Super 8
Other,3,1,2,Drama,Erin Brockovich
Paramount Pictures,2,1,1,Comedy,How to Lose a Guy in 10 Days
Columbia Pictures,6,1,1,Crime,22 Jump Street
Other,11,1,2,Horror,Interview with the Vampire
Village Roadshow Pictures,12,1,2,Comedy,Yes Man
New Line Cinema,6,1,1,Action,Central Intelligence
Columbia Pictures,12,0,0,Drama,Stepmom
Paramount Pictures,12,1,2,Comedy,Daddy's Home
Walt Disney Pictures,12,1,1,Fantasy,Into the Woods
Other,3,1,1,Crime,Inside Man
Paramount Pictures,2,2,1,Drama,Payback
Paramount Pictures,6,1,1,Action,Congo
Twentieth Century Fox Film Corporation,12,1,1,Drama,We Bought a Zoo
Summit Entertainment,3,1,1,Action,Knowing
Paramount Pictures,3,1,1,Comedy,Failure to Launch
Other,3,1,1,Drama,The Ring Two
Warner Bros.,7,1,1,Comedy,"Crazy, Stupid, Love."
Twentieth Century Fox Film Corporation,6,1,2,Animation,Garfield
Columbia Pictures,11,1,0,Comedy,Christmas with the Kranks
Columbia Pictures,9,1,1,Drama,Moneyball
Other,3,1,2,Action,Outbreak
Other,1,1,1,Action,Non-Stop
Walt Disney Pictures,3,1,1,Adventure,Race to Witch Mountain
Other,3,1,1,Action,V for Vendetta
Other,2,1,1,Action,Shanghai Knights
Other,2,1,1,Adventure,Curious George
Walt Disney Pictures,6,1,1,Comedy,Herbie Fully Loaded
Village Roadshow Pictures,9,1,1,Thriller,Don't Say a Word
Paramount Pictures,1,1,1,Fantasy,Hansel & Gretel: Witch Hunters
Regency Enterprises,5,1,1,Thriller,Unfaithful
DreamWorks SKG,2,1,1,Action,I Am Number Four
Other,11,1,1,Drama,Syriana
Paramount Pictures,1,1,1,Action,13 Hours: The Secret Soldiers of Benghazi
Twentieth Century Fox Film Corporation,10,1,1,Romance,The Book of Life
Village Roadshow Pictures,2,1,1,Thriller,Firewall
Columbia Pictures,2,1,1,Crime,Absolute Power
Other,8,1,1,Action,G.I. Jane
Other,9,1,1,Drama,The Game
Other,4,1,1,Horror,Silent Hill
Warner Bros.,8,0,0,Comedy,The Replacements
Universal Pictures,4,1,2,Comedy,American Reunion
Regency Enterprises,7,1,1,Action,The Negotiator
New Line Cinema,8,1,1,Action,Into the Storm
Paramount Pictures,5,1,1,Action,Beverly Hills Cop III
Other,6,1,1,Comedy,Gremlins 2: The New Batch
Village Roadshow Pictures,10,1,1,Drama,The Judge
DreamWorks SKG,9,1,0,Action,The Peacemaker
Other,9,1,1,Horror,Resident Evil: Apocalypse
Miramax Films,11,1,1,Comedy,Bridget Jones: The Edge of Reason
Other,10,1,1,Thriller,Out of Time
Warner Bros.,2,1,1,Action,On Deadly Ground
Other,6,1,1,Adventure,The Adventures of Sharkboy and Lavagirl
Other,2,1,1,Drama,The Beach
Touchstone Pictures,5,1,1,Drama,Raising Helen
Other,9,1,1,Action,Ninja Assassin
Universal Pictures,9,1,0,Drama,For Love of the Game
Columbia Pictures,6,1,1,Drama,Striptease
